"tissue_type","sample_id","expression"
"Brain - Caudate (basal ganglia)","GTEX-WHSE-0011-R5A-SM-3P5ZO.1",9603227.58200702
"Brain - Cerebellum","GTEX-RNOR-2226-SM-2TF5O.1",22657063.5561957
"Brain - Substantia nigra","GTEX-RU72-0011-R2A-SM-2TF6O.1",3711332.84146669
"Brain - Frontal Cortex (BA9)","GTEX-NPJ8-0011-R10A-SM-2YUMO.1",5040157.39732284
"Brain - Putamen (basal ganglia)","GTEX-QVJO-0011-R7A-SM-2S1QO.1",875850.519387743
"Brain - Frontal Cortex (BA9)","GTEX-TSE9-0011-R10A-SM-3DB7O.1",6431144.52681259
"Brain - Frontal Cortex (BA9)","GTEX-QMR6-0011-R10A-SM-32PKO.1",7027954.42035859
"Brain - Hippocampus","GTEX-UTHO-0011-R1A-SM-3GIJO.1",554122.896391807
"Brain - Cerebellar Hemisphere","GTEX-13NYS-0011-R11b-SM-5MR4P.1",23691634.753891
"Brain - Anterior cingulate cortex (BA24)","GTEX-13FLV-0011-R3b-SM-5LZYP.1",2916183.58336554
"Brain - Putamen (basal ganglia)","GTEX-147GR-0011-R7a-SM-5S2RP.1",2829661.90024476
"Brain - Caudate (basal ganglia)","GTEX-1313W-0011-R5b-SM-5L3EP.1",6579957.60578061
"Brain - Cortex","GTEX-ZF28-3026-SM-4WKHP.1",4485331.83431121
"Brain - Cerebellum","GTEX-132Q8-2926-SM-5IFFP.1",24791659.3472227
"Brain - Putamen (basal ganglia)","GTEX-13OW8-0011-R7a-SM-5L3FP.1",3755226.08298493
"Brain - Substantia nigra","GTEX-ZAB4-0011-R2a-SM-4RGNP.1",752965.838691167
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13N2G-0011-R6b-SM-5MR3P.1",7374978.04166813
"Brain - Hypothalamus","GTEX-139TS-0011-R8a-SM-5J1NP.1",921804.916324116
"Brain - Spinal cord (cervical c-1)","GTEX-13NYB-0011-R9b-SM-5MR5P.1",2745072.55032849
"Brain - Putamen (basal ganglia)","GTEX-13X6I-0011-R7b-SM-5PNWP.1",5688660.1318671
"Brain - Substantia nigra","GTEX-13SLX-0011-R2b-SM-5S2VP.1",2774198.08172013
"Brain - Cerebellar Hemisphere","GTEX-13FHP-0011-R11b-SM-5LZXP.1",27004696.1552425
"Brain - Cortex","GTEX-12WSD-3126-SM-5HL7P.1",3793158.369345
"Brain - Nucleus accumbens (basal ganglia)","GTEX-WHSE-0011-R6A-SM-3P5ZP.1",6983791.82330276
"Brain - Cerebellum","GTEX-X4EP-3026-SM-3P5YP.1",30564850.2734544
"Brain - Putamen (basal ganglia)","GTEX-Q2AG-0011-R7A-SM-2HMJP.1",6027146.3537458
"Brain - Nucleus accumbens (basal ganglia)","GTEX-QMR6-0011-R6A-SM-32PKP.1",12393270.7960041
"Brain - Amygdala","GTEX-UTHO-0011-R4A-SM-3GIJP.1",1592523.62716509
"Brain - Putamen (basal ganglia)","GTEX-TSE9-0011-R7A-SM-3DB7P.1",3562988.2069119
"Brain - Nucleus accumbens (basal ganglia)","GTEX-YFC4-0011-R6b-SM-4V6E1.1",2360503.10929979
"Brain - Cortex","GTEX-14A5I-2926-SM-5Q5CQ.1",4194322.45371184
"Brain - Cortex","GTEX-13S7M-3126-SM-5RQJQ.1",5626837.18043307
"Brain - Hypothalamus","GTEX-13OW5-0011-R8a-SM-5L3GQ.1",4680204.71020858
"Brain - Frontal Cortex (BA9)","GTEX-145LS-0011-R10a-SM-5PNUQ.1",7094824.86034501
"Brain - Cortex","GTEX-12ZZX-2926-SM-5GCOQ.1",3937380.69306351
"Brain - Cerebellar Hemisphere","GTEX-13SLW-0011-R11a-SM-5SI8Q.1",27586328.4498003
"Brain - Hippocampus","GTEX-13OW6-0011-R1a-SM-5L3HQ.1",2888217.45189661
"Brain - Caudate (basal ganglia)","GTEX-139TU-0011-R5b-SM-5L3E1.1",591493.049456019
"Brain - Cortex","GTEX-11DXW-1126-SM-5H12Q.1",7471805.50187963
"Brain - Hippocampus","GTEX-11ZTS-0011-R1a-SM-5BC71.1",264226.071273817
"Brain - Caudate (basal ganglia)","GTEX-13N1W-0011-R5b-SM-5MR5Q.1",8089027.86073147
"Brain - Cerebellum","GTEX-ZF28-2926-SM-4WKG1.1",19466992.2355338
"Brain - Hippocampus","GTEX-ZF28-0011-R1a-SM-4WWD1.1",1516530.23223132
"Brain - Anterior cingulate cortex (BA24)","GTEX-12WSC-0011-R3a-SM-5P9F1.1",8188197.54300905
"Brain - Cortex","GTEX-14BMV-3026-SM-5S2PQ.1",4890711.91839698
"Brain - Hypothalamus","GTEX-13OW7-0011-R8b-SM-5L3HR.1",7599374.62670836
"Brain - Substantia nigra","GTEX-13OW8-0011-R2a-SM-5L3G2.1",1873180.38623242
"Brain - Hippocampus","GTEX-13JVG-0011-R1a-SM-5KM32.1",305835.646277623
"Brain - Anterior cingulate cortex (BA24)","GTEX-145LU-0011-R3a-SM-5P9K2.1",4154856.01189849
"Brain - Hippocampus","GTEX-13FLW-0011-R1b-SM-5LZX2.1",2330932.55571561
"Brain - Nucleus accumbens (basal ganglia)","GTEX-14ABY-0011-R6a-SM-5PNWR.1",6792280.03607021
"Brain - Frontal Cortex (BA9)","GTEX-11WQK-0011-R10a-SM-5BC6R.1",1520699.38750893
"Brain - Cerebellum","GTEX-145MH-2926-SM-5Q5D2.1",25378971.5302908
"Brain - Anterior cingulate cortex (BA24)","GTEX-13S7M-0011-R3a-SM-5PNX2.1",5904776.96190375
"Brain - Amygdala","GTEX-13SLW-0011-R4b-SM-5S2W2.1",1477098.92374896
"Brain - Cerebellum","GTEX-13O3O-3026-SM-5KM42.1",25084401.972151
"Brain - Cortex","GTEX-1445S-3026-SM-5O9BR.1",2447481.52572346
"Brain - Anterior cingulate cortex (BA24)","GTEX-139T8-0011-R3b-SM-5HL4R.1",1029102.10917097
"Brain - Hypothalamus","GTEX-13NYB-0011-R8a-SM-5KM4R.1",5741699.75055335
"Brain - Caudate (basal ganglia)","GTEX-12WSH-0011-R5b-SM-5P9F3.1",3049233.50782888
"Brain - Cortex","GTEX-11GSO-2926-SM-5HL73.1",4816650.85666772
"Brain - Caudate (basal ganglia)","GTEX-1445S-0011-R5a-SM-5PNUS.1",1746032.86137559
"Brain - Frontal Cortex (BA9)","GTEX-OHPN-0011-R10A-SM-5S2U3.1",1472297.36851351
"Brain - Frontal Cortex (BA9)","GTEX-13IVO-0011-R10a-SM-5LZY3.1",2028610.24253709
"Brain - Cerebellum","GTEX-1399T-3126-SM-5IJFS.1",26755963.8829357
"Brain - Spinal cord (cervical c-1)","GTEX-13VXU-0011-R9b-SM-5SI73.1",704692.641909379
"Brain - Amygdala","GTEX-1269C-0011-R4b-SM-5P9ES.1",252503.249833116
"Brain - Hypothalamus","GTEX-13OVJ-0011-R8b-SM-5L3FS.1",2895677.42917706
"Brain - Frontal Cortex (BA9)","GTEX-12WSH-0011-R10a-SM-5LZUS.1",5155664.07851128
"Brain - Anterior cingulate cortex (BA24)","GTEX-13O3Q-0011-R3a-SM-5P9H3.1",11366897.3755402
"Brain - Spinal cord (cervical c-1)","GTEX-139T4-0011-R9b-SM-5HL6S.1",103737.015306421
"Brain - Cerebellum","GTEX-ZUA1-2926-SM-59HL3.1",29918151.049901
"Brain - Amygdala","GTEX-13OW5-0011-R4b-SM-5L3HS.1",1533698.71997564
"Brain - Caudate (basal ganglia)","GTEX-13S7M-0011-R5b-SM-5P9HS.1",11806895.5017625
"Brain - Spinal cord (cervical c-1)","GTEX-13JUV-0011-R9a-SM-5LZX3.1",1465844.54672147
"Brain - Spinal cord (cervical c-1)","GTEX-13O1R-0011-R9b-SM-5KM33.1",188584.009649955
"Brain - Putamen (basal ganglia)","GTEX-13PVQ-0011-R7a-SM-5L3G3.1",3807902.65725093
"Brain - Cerebellum","GTEX-13X6K-2826-SM-5O9DS.1",35951551.1365633
"Brain - Caudate (basal ganglia)","GTEX-13O3Q-0011-R5b-SM-5P9H4.1",15856363.231798
"Brain - Frontal Cortex (BA9)","GTEX-13N2G-0011-R10a-SM-5MR34.1",2488318.16744546
"Brain - Cerebellar Hemisphere","GTEX-12WSF-0011-R11a-SM-5LZVT.1",29052793.6853693
"Brain - Putamen (basal ganglia)","GTEX-144GO-0011-R7b-SM-5S2TT.1",1075407.83941725
"Brain - Cerebellum","GTEX-13NZ8-3026-SM-5L3D4.1",10980606.4012929
"Brain - Cerebellum","GTEX-11NV4-2226-SM-5BC4T.1",22525524.364965
"Brain - Caudate (basal ganglia)","GTEX-13O3O-0011-R5b-SM-5KM44.1",8789281.99182565
"Brain - Spinal cord (cervical c-1)","GTEX-13CZV-0011-R9a-SM-5LZXT.1",73545.7728747262
"Brain - Caudate (basal ganglia)","GTEX-11OF3-0011-R5a-SM-57WB4.1",4232488.96227851
"Brain - Frontal Cortex (BA9)","GTEX-12126-0011-R10b-SM-5BC6T.1",2921687.80522081
"Brain - Cerebellum","GTEX-13RTJ-3126-SM-5S2Q4.1",18976495.8015669
"Brain - Anterior cingulate cortex (BA24)","GTEX-13PLJ-0011-R3a-SM-5O9DT.1",1296314.51357903
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13SLX-0011-R6a-SM-5PNX4.1",6318097.17879352
"Brain - Caudate (basal ganglia)","GTEX-13FLV-0011-R5a-SM-5LZWT.1",4264237.78238414
"Brain - Cerebellum","GTEX-131XH-2926-SM-5LZU4.1",28712304.8636241
"Brain - Frontal Cortex (BA9)","GTEX-YFC4-0011-R10a-SM-4SOK5.1",3188138.9874574
"Brain - Cortex","GTEX-12ZZY-3026-SM-5GCOU.1",4408436.683882
"Brain - Hippocampus","GTEX-139T8-0011-R1a-SM-5HL75.1",1577392.87261825
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12WSE-0011-R6b-SM-5LZV5.1",5712609.35249271
"Brain - Cortex","GTEX-13X6K-2926-SM-5Q5D5.1",4315169.40121092
"Brain - Caudate (basal ganglia)","GTEX-145MG-0011-R5b-SM-5S2VU.1",1226446.02934804
"Brain - Cerebellar Hemisphere","GTEX-11H98-0011-R11b-SM-5NQ6U.1",22337221.421963
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13PDP-0011-R6b-SM-5O9D5.1",1895853.09583202
"Brain - Hippocampus","GTEX-144GL-0011-R1a-SM-5PNZ5.1",1281617.07011442
"Brain - Frontal Cortex (BA9)","GTEX-14BIL-0011-R10a-SM-5SI75.1",6090222.39398517
"Brain - Putamen (basal ganglia)","GTEX-ZF28-0011-R7a-SM-4WKF5.1",1792408.85828385
"Brain - Spinal cord (cervical c-1)","GTEX-12WSC-0011-R9a-SM-5GU4U.1",2359390.55381841
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13PL6-0011-R6a-SM-5O9C5.1",1418590.21653843
"Brain - Caudate (basal ganglia)","GTEX-145LS-0011-R5a-SM-5SI65.1",7584325.84993383
"Brain - Nucleus accumbens (basal ganglia)","GTEX-11NV4-0011-R6a-SM-57WD5.1",4889669.62957758
"Brain - Cortex","GTEX-13X6J-3026-SM-5Q5CU.1",3988476.26743492
"Brain - Cerebellar Hemisphere","GTEX-13X6K-0011-R11a-SM-5P9F5.1",43277166.8481889
"Brain - Hippocampus","GTEX-13PDP-0011-R1a-SM-5PNX5.1",2075864.57272014
"Brain - Hippocampus","GTEX-13QJC-0011-R1b-SM-5S2UU.1",1087247.77196126
"Brain - Hypothalamus","GTEX-ZVZQ-0011-R8a-SM-51MR5.1",4545035.07477544
"Brain - Anterior cingulate cortex (BA24)","GTEX-Y8DK-0011-R3A-SM-4RTW5.1",3828806.98919064
"Brain - Amygdala","GTEX-12WS9-0011-R4b-SM-5P9EU.1",1969797.04645797
"Brain - Spinal cord (cervical c-1)","GTEX-11ZVC-0011-R9a-SM-57WC5.1",285352.914309806
"Brain - Putamen (basal ganglia)","GTEX-12ZZX-0011-R7b-SM-5DUVV.1",2799189.59116514
"Brain - Hypothalamus","GTEX-11H98-0011-R8a-SM-5NQ8V.1",1407979.95057911
"Brain - Spinal cord (cervical c-1)","GTEX-145LU-0011-R9b-SM-5SI66.1",806391.924018316
"Brain - Nucleus accumbens (basal ganglia)","GTEX-145LU-0011-R6a-SM-5S2V6.1",3959748.91379451
"Brain - Frontal Cortex (BA9)","GTEX-ZUA1-0011-R10a-SM-51MT6.1",4180960.07682488
"Brain - Cerebellum","GTEX-13OW8-2926-SM-5L3FV.1",25671362.8219091
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13O3Q-0011-R6a-SM-5KM2V.1",6583588.04998301
"Brain - Hypothalamus","GTEX-13QIC-0011-R8b-SM-5O9CV.1",5582592.60560493
"Brain - Cortex","GTEX-11WQK-3026-SM-5EQL6.1",3553607.60753727
"Brain - Cerebellar Hemisphere","GTEX-11GSP-0011-R11b-SM-5NQ7V.1",18367119.8866364
"Brain - Frontal Cortex (BA9)","GTEX-13SLX-0011-R10a-SM-5P9HV.1",10260513.6492991
"Brain - Frontal Cortex (BA9)","GTEX-ZVT3-0011-R10b-SM-57WB6.1",3714108.374615
"Brain - Cerebellum","GTEX-13OVJ-2726-SM-5IJG6.1",29264179.2268324
"Brain - Spinal cord (cervical c-1)","GTEX-14BIN-0011-R9a-SM-5SI76.1",561009.029266065
"Brain - Hippocampus","GTEX-13FXS-0011-R1a-SM-5K7U6.1",4812200.63474218
"Brain - Nucleus accumbens (basal ganglia)","GTEX-13FHP-0011-R6b-SM-5LZY6.1",3235194.22876483
"Brain - Anterior cingulate cortex (BA24)","GTEX-11ZVC-0011-R3a-SM-5BC6V.1",1184485.12103432
"Brain - Cerebellum","GTEX-1269C-3126-SM-5EGI6.1",11290810.2917238
"Brain - Hippocampus","GTEX-12WSE-0011-R1b-SM-5GU4V.1",3307849.95725445
"Brain - Caudate (basal ganglia)","GTEX-13FLW-0011-R5a-SM-5LZX6.1",5724952.86278092
"Brain - Caudate (basal ganglia)","GTEX-12WS9-0011-R5b-SM-5P9EV.1",7355689.84295401
"Brain - Cortex","GTEX-N7MT-1126-SM-5SI7V.1",3087774.77192612
"Brain - Caudate (basal ganglia)","GTEX-13SLX-0011-R5a-SM-5O9BV.1",13100247.104428
"Brain - Cerebellum","GTEX-14BIN-3326-SM-5Q5E6.1",30164634.7890243
"Brain - Caudate (basal ganglia)","GTEX-13OVJ-0011-R5a-SM-5P9H7.1",2188220.96522971
"Brain - Hypothalamus","GTEX-11ONC-0011-R8b-SM-5NQ87.1",4766937.1933153
"Brain - Nucleus accumbens (basal ganglia)","GTEX-ZE9C-0011-R6a-SM-4WWCW.1",6557074.09619506
"Brain - Hypothalamus","GTEX-ZDXO-0011-R8a-SM-4WWD7.1",2988546.5340969
"Brain - Anterior cingulate cortex (BA24)","GTEX-ZVZQ-0011-R3a-SM-57WC7.1",2721978.24075701
"Brain - Caudate (basal ganglia)","GTEX-13VXU-0011-R5a-SM-5O9D7.1",8606155.35958965
"Brain - Cortex","GTEX-13NYB-3026-SM-5IJD7.1",6468666.9243111
"Brain - Nucleus accumbens (basal ganglia)","GTEX-145MH-0011-R6a-SM-5PNZ7.1",7236681.53977678
"Brain - Cortex","GTEX-13JUV-2926-SM-5LZX7.1",2520605.69862628
"Brain - Putamen (basal ganglia)","GTEX-13FLV-0011-R7b-SM-5K7WW.1",6546253.0302498
"Brain - Cerebellar Hemisphere","GTEX-12WSE-0011-R11b-SM-5P9JW.1",38898253.8734498
"Brain - Cerebellum","GTEX-11ZUS-2826-SM-5EQKW.1",39062408.5069506
"Brain - Anterior cingulate cortex (BA24)","GTEX-13CZV-0011-R3a-SM-5KM27.1",4333801.77774655
"Brain - Putamen (basal ganglia)","GTEX-X4EP-0011-R7B-SM-4PQZW.1",8921430.16079352
"Brain - Hippocampus","GTEX-13SLW-0011-R1a-SM-5S2W7.1",1625455.26941409
"Brain - Cerebellar Hemisphere","GTEX-13FLV-0011-R11a-SM-5LZZ7.1",30803710.0797527
"Brain - Caudate (basal ganglia)","GTEX-12WSB-0011-R5b-SM-5GU67.1",3427455.52705852
"Brain - Frontal Cortex (BA9)","GTEX-12ZZY-0011-R10b-SM-5HL7W.1",2170103.87754863
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12WS9-0011-R6a-SM-5P9EW.1",10533230.2755624
"Brain - Nucleus accumbens (basal ganglia)","GTEX-144GO-0011-R6b-SM-5S2V7.1",6038787.19741419
"Brain - Caudate (basal ganglia)","GTEX-13X6I-0011-R5a-SM-5PNWW.1",5373970.88617971
"Brain - Frontal Cortex (BA9)","GTEX-13RTJ-0011-R10b-SM-5O9CW.1",7944313.67037909
"Brain - Spinal cord (cervical c-1)","GTEX-139UC-0011-R9a-SM-5K7W7.1",872184.941854338
"Brain - Putamen (basal ganglia)","GTEX-13OVL-0011-R7a-SM-5P9GW.1",927484.804834346
"Brain - Putamen (basal ganglia)","GTEX-13112-0011-R7b-SM-5DUVW.1",6381547.97456347
"Brain - Caudate (basal ganglia)","GTEX-ZV68-0011-R5a-SM-4YCDW.1",1759324.97160056
"Brain - Hypothalamus","GTEX-ZF28-0011-R8a-SM-4WWFW.1",1310543.51263043
"Brain - Caudate (basal ganglia)","GTEX-13112-0011-R5b-SM-5DUV8.1",1905748.98406118
"Brain - Amygdala","GTEX-13OW7-0011-R4b-SM-5O9CX.1",1486069.63426202
"Brain - Substantia nigra","GTEX-139TS-0011-R2b-SM-5J1MX.1",865661.85340032
"Brain - Hypothalamus","GTEX-13NZ8-0011-R8b-SM-5KM48.1",2200623.03106957
"Brain - Spinal cord (cervical c-1)","GTEX-13OVL-0011-R9a-SM-5P9GX.1",839335.277377647
"Brain - Cerebellum","GTEX-12WSH-3126-SM-5LZW8.1",19095937.4158264
"Brain - Caudate (basal ganglia)","GTEX-14BIN-0011-R5b-SM-5SI78.1",4772734.19292883
"Brain - Cerebellum","GTEX-13CF2-3026-SM-5IFFX.1",31196840.3424329
"Brain - Putamen (basal ganglia)","GTEX-144GL-0011-R7b-SM-5P9HX.1",4830587.07796086
"Brain - Cerebellum","GTEX-13JUV-3026-SM-5K7WX.1",21148098.7012378
"Brain - Amygdala","GTEX-13QIC-0011-R4a-SM-5PNX8.1",2421869.32743093
"Brain - Anterior cingulate cortex (BA24)","GTEX-11ZTS-0011-R3a-SM-5BC78.1",1234093.38439377
"Brain - Caudate (basal ganglia)","GTEX-11NV4-0011-R5a-SM-5NQ88.1",5996158.75581164
"Brain - Hypothalamus","GTEX-12ZZX-0011-R8a-SM-5DUW8.1",3708241.10833948
"Brain - Hippocampus","GTEX-13RTL-0011-R1a-SM-5PNZ8.1",920610.383070419
"Brain - Putamen (basal ganglia)","GTEX-ZE9C-0011-R7a-SM-4WWCX.1",5423380.06066355
"Brain - Hypothalamus","GTEX-1445S-0011-R8a-SM-5PNWX.1",2234561.82880699
"Brain - Cortex","GTEX-12WS9-2926-SM-5EGL8.1",5484605.74547072
"Brain - Cerebellar Hemisphere","GTEX-12126-0011-R11a-SM-5BC6X.1",20987949.26747
"Brain - Substantia nigra","GTEX-13RTJ-0011-R2a-SM-5PNW9.1",1966939.53553736
"Brain - Hippocampus","GTEX-12WSD-0011-R1b-SM-5LZVY.1",3402417.17317219
"Brain - Caudate (basal ganglia)","GTEX-12ZZX-0011-R5a-SM-5HL89.1",4373361.90844254
"Brain - Spinal cord (cervical c-1)","GTEX-147GR-0011-R9a-SM-5S2UY.1",161882.67809671
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12WSC-0011-R6b-SM-5LU99.1",6718500.04098889
"Brain - Frontal Cortex (BA9)","GTEX-11ZUS-0011-R10b-SM-5BC79.1",1413121.12801415
"Brain - Cerebellar Hemisphere","GTEX-13OW7-0011-R11a-SM-5O9DY.1",37234468.1399243
"Brain - Hippocampus","GTEX-12WSB-0011-R1b-SM-5P9EY.1",794388.035929686
"Brain - Cortex","GTEX-1192X-3126-SM-5N9BY.1",4817681.43437679
"Brain - Anterior cingulate cortex (BA24)","GTEX-13SLW-0011-R3b-SM-5SI6Y.1",2840166.7662111
"Brain - Amygdala","GTEX-11ZU8-0011-R4a-SM-5BC6Y.1",357060.042862664
"Brain - Cortex","GTEX-13FHO-3026-SM-5J1O9.1",5744264.4837157
"Brain - Cerebellum","GTEX-12WSE-2926-SM-5RQJ9.1",21808804.4127464
"Brain - Nucleus accumbens (basal ganglia)","GTEX-T5JC-0011-R6A-SM-5SI89.1",4527456.69816955
"Brain - Cerebellar Hemisphere","GTEX-132Q8-0011-R11b-SM-5DUW9.1",34631322.5356896
"Brain - Frontal Cortex (BA9)","GTEX-YJ89-0011-R10a-SM-4SOK9.1",3182587.92116081
"Brain - Cerebellum","GTEX-13OW7-2926-SM-5MR3Z.1",26547892.585696
"Brain - Caudate (basal ganglia)","GTEX-13SLW-0011-R5b-SM-5SI6Z.1",3791507.10278842
"Brain - Putamen (basal ganglia)","GTEX-Y8DK-0011-R7A-SM-4SOJZ.1",3055943.97404818
"Brain - Amygdala","GTEX-ZVZQ-0011-R4b-SM-57WCZ.1",1790207.16954174
"Brain - Cerebellar Hemisphere","GTEX-12WSI-0011-R11b-SM-5P9EZ.1",40287800.5363689
"Brain - Cortex","GTEX-13IVO-2926-SM-5L3CZ.1",2136329.03535584
"Brain - Frontal Cortex (BA9)","GTEX-ZE7O-0011-R10a-SM-57WAZ.1",1221621.05189193
"Brain - Caudate (basal ganglia)","GTEX-139TS-0011-R5b-SM-5J2MZ.1",2033716.28664114
"Brain - Amygdala","GTEX-11ZVC-0011-R4a-SM-5BC6Z.1",462096.991415756
"Brain - Putamen (basal ganglia)","GTEX-13FLW-0011-R7b-SM-5L3EZ.1",4746770.6613264
"Brain - Putamen (basal ganglia)","GTEX-13O3O-0011-R7b-SM-5P9GZ.1",10340137.4884352
"Brain - Frontal Cortex (BA9)","GTEX-132Q8-0011-R10b-SM-5DUWZ.1",4155476.700746
"Brain - Nucleus accumbens (basal ganglia)","GTEX-ZXG5-0011-R6a-SM-57WBZ.1",11550621.274403
"Brain - Cerebellum","GTEX-14DAQ-3026-SM-5S2QZ.1",14781084.2145944
"Brain - Substantia nigra","GTEX-YFC4-0011-R2a-SM-4V6DZ.1",1338556.48854068
"Brain - Cortex","GTEX-145MH-3026-SM-5Q5DZ.1",5474557.61280727
"Brain - Hypothalamus","GTEX-13SLX-0011-R8b-SM-5PNWZ.1",5337443.93305929
"Brain - Cerebellar Hemisphere","GTEX-145MI-0011-R11a-SM-5P9JZ.1",27861586.3870054
"Brain - Nucleus accumbens (basal ganglia)","GTEX-12ZZW-0011-R6a-SM-5DUVZ.1",2755589.12740517
"Brain - Caudate (basal ganglia)","GTEX-ZF28-0011-R5a-SM-4WWCZ.1",4817224.70107391
"Brain - Putamen (basal ganglia)","GTEX-WHSE-0011-R7A-SM-3P5YZ.1",11347292.9768471
"Brain - Cerebellar Hemisphere","GTEX-N7MT-0011-R11A-SM-2I3DZ.1",3583225.00556278
"Brain - Putamen (basal ganglia)","GTEX-N7MT-0011-R7a-SM-2I3FZ.1",7508391.0105517
"Brain - Amygdala","GTEX-NL4W-0011-R4a-SM-2I5GZ.1",1713979.55240136
"Brain - Caudate (basal ganglia)","GTEX-PWO3-0011-R5A-SM-2I5EZ.1",4202976.96424598
"Brain - Cerebellar Hemisphere","GTEX-Q2AG-0011-R11A-SM-2HMKZ.1",21813418.5902165
"Brain - Putamen (basal ganglia)","GTEX-R55E-0011-R7A-SM-2TC5Z.1",2281628.78122475
"Brain - Cerebellum","GTEX-NPJ8-2626-SM-26GMZ.1",2426354.68268747
"Brain - Nucleus accumbens (basal ganglia)","GTEX-XLM4-0011-R6A-SM-4AT4B.1",10980419.0235276
"Brain - Hippocampus","GTEX-XMD1-0011-R1A-SM-4AT4C.1",280141.470212791
"Brain - Hippocampus","GTEX-XOTO-0011-R1B-SM-4B65C.1",3508168.49945543
"Brain - Hippocampus","GTEX-X585-0011-R1B-SM-46MVE.1",3639578.86847252
"Brain - Cerebellum","GTEX-XMD1-2826-SM-4AT5F.1",26556980.4073124
"Brain - Amygdala","GTEX-X585-0011-R4B-SM-46MVH.1",2124371.99170853
"Brain - Nucleus accumbens (basal ganglia)","GTEX-X585-0011-R6A-SM-46MVJ.1",8137359.61306491
"Brain - Hippocampus","GTEX-NL3H-0011-R1a-SM-48TDJ.1",1874117.27505885
"Brain - Anterior cingulate cortex (BA24)","GTEX-X4XX-0011-R3B-SM-46MWK.1",3227008.1626439
"Brain - Cortex","GTEX-XLM4-3026-SM-4AT6L.1",5748152.57234538
"Brain - Putamen (basal ganglia)","GTEX-XLM4-0011-R7A-SM-4AT5L.1",6836021.03315415
"Brain - Hypothalamus","GTEX-X4XX-0011-R8B-SM-46MWM.1",3481361.76790921
"Brain - Cortex","GTEX-XOTO-3026-SM-4B65M.1",8041644.70833479
"Brain - Substantia nigra","GTEX-XMD1-0011-R2B-SM-4AT5N.1",416517.350009955
"Brain - Caudate (basal ganglia)","GTEX-X4XX-0011-R5A-SM-46MWN.1",1585684.33873215
"Brain - Frontal Cortex (BA9)","GTEX-X4XX-0011-R10B-SM-46MWO.1",4696143.53136821
"Brain - Cerebellar Hemisphere","GTEX-X4XX-0011-R11A-SM-46MWQ.1",21737132.4175245
"Brain - Anterior cingulate cortex (BA24)","GTEX-XMD1-0011-R3B-SM-4AT5R.1",1079061.70584033
"Brain - Putamen (basal ganglia)","GTEX-WZTO-0011-R7B-SM-4E3IS.1",6023176.2873438
"Brain - Frontal Cortex (BA9)","GTEX-X4XY-0011-R10B-SM-46MWS.1",396784.12910328
"Brain - Spinal cord (cervical c-1)","GTEX-XLM4-0011-R9A-SM-4AT45.1",365480.3311902
"Brain - Hypothalamus","GTEX-QVJO-0011-R8A-SM-447C7.1",3284392.60326272
"Brain - Nucleus accumbens (basal ganglia)","GTEX-XOTO-0011-R6B-SM-4B65X.1",4258956.07162515
"Brain - Substantia nigra","GTEX-XLM4-0011-R2B-SM-4AT5Z.1",1753563.10531801
"Brain - Spinal cord (cervical c-1)","GTEX-OHPN-0011-R9A-SM-4DXUH.1",197847.497921278
"Brain - Amygdala","GTEX-WHSE-0011-R4A-SM-3P5ZN.3",1651653.02322313
"Brain - Cerebellum","GTEX-X4EP-3026-SM-3P5YP.2",30564850.2734544
"Brain - Hypothalamus","GTEX-WHSE-0011-R8A-SM-3P5Z1.3",5893393.76266264
"Brain - Hippocampus","GTEX-X4XX-0011-R1B-SM-3P622.2",3282308.02562391
"Brain - Hippocampus","GTEX-X4XX-0011-R1B-SM-3P622.3",3282308.02562391
"Brain - Substantia nigra","GTEX-X4XX-0011-R2A-SM-3P623.2",108304.348335266
"Brain - Substantia nigra","GTEX-X4XX-0011-R2A-SM-3P623.3",108304.348335266
"Brain - Substantia nigra","GTEX-X4EP-0011-R2B-SM-3P625.2",2203867.00863109
"Brain - Substantia nigra","GTEX-X4EP-0011-R2B-SM-3P625.3",2203867.00863109
"Brain - Caudate (basal ganglia)","GTEX-X4EP-0011-R5A-SM-3P628.2",6559252.36271651
"Brain - Caudate (basal ganglia)","GTEX-X4EP-0011-R5A-SM-3P628.3",6559252.36271651
"Brain - Cerebellar Hemisphere","GTEX-WHSE-0011-R11A-SM-3P5YY.3",31975816.5571677
"Brain - Nucleus accumbens (basal ganglia)","GTEX-X4EP-0011-R6A-SM-3P629.3",2149878.79000808
"Brain - Caudate (basal ganglia)","GTEX-S7SE-0011-R5A-SM-2XCDA.1",2309138.17939079
"Brain - Caudate (basal ganglia)","GTEX-1192X-0011-R5a-SM-DNZZA.1",6653585.35642764
"Brain - Nucleus accumbens (basal ganglia)","GTEX-11ONC-0011-R6a-SM-DO12A.1",6652753.86759419
"Brain - Spinal cord (cervical c-1)","GTEX-14BMV-0011-R9b-SM-5ZZUA.1",1569335.62871096
